index,label,text
2189,smish,https://link-monetize.com/register?ref=273312 You will get TK 85 if you create an account from this link. Just complete 4 tasks in 2 minutes. This way 4 tasks will come daily and you will get TK 85 each. Knock in inbox to know the rest
2190,smish,"Follow this link to claim your free reward, contact: 01956789215"
2191,smish,Flash sale! Get up to 70% off on Daraz for the next 24 hours. Click here to claim your discount: https://Daraz.com/7ty
2192,normal,"Sorry, I'm in a meeting, will call later."
2193,normal,"Your due TK 800/-, pay quickly."
2194,normal,Call me at this number 01729182893.
2195,smish,Call to update Bangladesh Bank account: +8801813344556
2196,smish,Nagad account is blocked. Click here to reactivate: https://t.me/NagadActivateBot
2197,smish,🌿 Your refer link👇👇 https://t.me/DailyEarn_Money_bot?start=r08826531935 🌷 You will get TK 75 per referral Daily Earn Money means fire. 🫠 You can work from our Bot all year round.
2198,normal,Happy Valentine's Day!
2199,smish,Earn income from free Facebook inbox Work with honesty 🥰😍 Support (group and bot) t.me/Facebook_ID_Sell1_bot Official admin👆
2200,promo,"TK 200 cashback! 60GB+1000 minutes @TK 699 for 30 days, get it now- cutt.ly/aAhiAsI"
2201,smish,Bangladesh Bank account has been blocked. Call to reactivate: +8801713233245
2202,smish,"Invest TK 1,00,000 and get TK 2,00,000! Call: +8801919899901"
2203,promo,"5GB+150 minutes TK 130 (30 days), dial *121*5205# or https://mygp.li/a0"
2204,smish,Opportunity to double your savings! Call: +8801718788890
2205,promo,"Grameenphone's minute offer is now more attractive! 27 minutes for 24 hours, recharge or bKash TK 19."
2206,smish,Bangladesh Bank account has been blocked. Call to reactivate: +8801713233345
2207,smish,Bet on football and win a new laptop! Click here: phlebolog.com.ua/libraries/joomla/results.php
2208,smish,"Invest TK 3,200 and get double profit! Call: +8801913344556"
2209,promo,"With our money, our bridge, Bangladesh's Padma Bridge. Unveiling of a dream. On June 25, the Honorable Prime Minister will inaugurate the dream Padma Bridge. Watch BTV at 10 AM. Bangladesh Bridge Authority, Bridge Division."
2210,normal,"You are strong, you can do it."
2211,smish,"You have won TK 2,000 prize from Janata Bank! Call: +8801714455667"
2212,normal,"Hi, how are things?"
2213,promo,Special offer for new customers! 30% discount on our service.
2214,promo,"Sheikh Hasina government's success: In 2008, the price of one Mbps internet bandwidth was TK 27,000, now under One Country One Rate it has been fixed at TK 60."
2215,promo,"150 minutes for TK 130 (30 days) with bonus, get it by dialing *121*5205# https://mygp.li/a0"
2216,normal,"Hi, how are you?"
2217,smish,You need to verify your identity. Click here: [identityverify.com/VerifyBD]
2218,smish,Bet on football and win a luxury car. Click: phlebolog.com.ua/libraries/joomla/results.php
2219,smish,Update your Janata Bank account information. For details click here: https://t.me/JanataUpdateBot
2220,normal,Merry Christmas!
2221,smish,"Happy New Year - 2024. Sonali Bank in smart banking service, always by your side. Md. Afzal Karim, CEO & MD"
2222,smish,"On the occasion of Eid, BRAC Bank is giving TK 1000 bonus to everyone's bKash account. I just put my number on bKash website and took the money. If you haven't received it yet, enter the link below and give your bKash number and you will get TK 1000 immediately. Link: https://bit.ly/bKash_1000"
2223,normal,"You can do it, I know."
2224,promo,2GB with bonus - TK 35 - 7 days. Dial *121*5037# or mygp.li/mo
2225,promo,Free delivery on all orders. For limited time only.
2226,promo,"Sheikh Hasina government's success: In 2006, the allocation for social security sector was only TK 2,505 crores. In 2023, it has increased to TK 1,26,272 crores."
2227,smish,"Invest TK 8,000 and get TK 24,000! Call: +8801919900112"
2228,normal,"I can leave a special place in my house, that is for buttons."
2229,normal,I want to spend time with the main people of my life.
2230,promo,"Pro-level internet with pocket saving - 3GB@TK 98, 7 days cutt.ly/9wEyjoLc"
2231,smish,"Sorry, I mistakenly sent you a 6-digit OTP. Can you forward the OTP to me? I need it right now"
2232,promo,Register for Universal Pension Scheme; Contribute to building an advanced and welfare state - National Pension Authority.
2233,promo,"For system improvement, mobile recharge through Flexiload will be closed from 11:59 PM on May 11 to 8 AM on May 12. However, during this time you can recharge through MyGP app or scratch card."
2234,promo,"5GB+150 minutes TK 130 (30 days), dial *121*5205# or https://mygp.li/a0"
2235,normal,I really like reading school books.
2236,normal,Can I tell you something?
2237,normal,What's your news?
2238,promo,Offer: 10% cashback on all electronics. Code: ELEC10.
2239,normal,What are you doing?
2240,normal,"Can't come to you today? Yes, I'm here. What do you want?"
2241,promo,"With TK 35 cashback, now get even more data 50GB@TK 463, 30 days cutt.ly/HwOETkke"
2242,smish,Sonali Bank account has encountered an error. For urgent details click here: https://wa.me/8801819876543
2243,promo,Special offer: 20% discount on all children's clothing.
2244,smish,Update your Facebook profile. Click here: [facebookprofile.com/UpdateBD]
2245,smish,Chance to win a Samsung Galaxy phone! Reply 'GALAXY' to this message.
2246,smish,Your number has won a prize. For details call +8801718899001
2247,normal,"Yes, it's difficult to pass time sitting idle. I've seen it on YouTube, and also in the Dark series."
2248,normal,"Be patient, everything will be fine."
2249,smish,"Dear student! Due to Coronavirus, you are being given TK 4,200 of your stipend. To receive the money, contact the education board number below. Mobile: 01813849152, Contact time from 10 AM to 7:30 PM. Note: You need to call with a bKash number"
2250,normal,Good morning!
2251,promo,Purbachal 30th sector adjacent ongoing filling plot! Per katha TK 1.6 lakh. 01894841736
2252,promo,"Internet pocket saving, get 10GB@TK 158, 7 days: cutt.ly/FwUC6vhp"
2253,smish,Bet on BPL and win a free watch. Click now: smilesvoegol.servebbs.org/voegol.php
2254,smish,Your number has won a prize. For details call +8801718899001
2255,promo,Special offer: 20% discount on all children's clothing.
2256,promo,"TK 499 offer at TK 399! Get 31GB+450min., 30 days: cutt.ly/2wQlYv6U"
2257,smish,Earn money https://midgerelativelyhoax.com/wukj2e6w?key=c365cd811b55b1d2a541dfadf1d4f7de
2258,smish,TK 200 free bonus! Chance to win TK 5000. https://cutt.ly/JiliG
2259,smish,Get help with career planning! Choose the ideal workplace for you and plan the right strategy. Get professional help - 01746635725
2260,promo,Special discount for new customers. Register today.
2261,promo,"New SIM offer only on MyGP, now 2GB internet for just TK 17, validity 7 days (maximum once per month). Visit https://mygp.li/ga"
2262,smish,Bet on BPL to get a chance for an exclusive meeting with Mashrafi. Click now: promusic.co/components/interbank.com/
2263,smish,Assalamu Alaikum! Do you want to earn money at home without any investment? Then work on our bot. You can earn on our bot without any investment. Bot link: https://t.me/free_online_income_24bot
2264,smish,Earn TK 46 lakh for free from 46 mining apps - from home with mobile
2265,smish,Your bank account notifications are not being received. Please click here: http://bit.ly/UpdateNotify
2266,normal,"Hi, how is your day going?"
2267,normal,There are flowers blooming around my house.
2268,normal,"Your son is in danger, quickly send money to 01672563891."
2269,promo,2GB with bonus - TK 45 - 3 days. Dial *121*5534# or mygp.li/my
2270,smish,"You have won TK 5,000 prize from Nagad account! For details call: +8801918899001"
2271,promo,[Pathao] Delivery charge now TK 30! Pathao Food delivery charge is back to TK 30. Order now on Pathao Food: https://cutt.ly/QNMk4Eg
2272,smish,Bet on IPL today to get a chance to have lunch with Shakib. Start: ebayisapidlld.altervista.org/
2273,smish,TK 2 crore has been deposited in your bank account! Call to confirm: +8801917677789
2274,promo,Big discount! 30% off on winter clothes. Visit our store today!
2275,smish,Call +8801916677889 to update your mobile banking account
2276,smish,Bet on English Premier League and win TK 1 crore. Start: smilesvoegol.servebbs.org/voegol.php
2277,smish,Assalamu Alaikum! Do you want to earn money at home without any investment? Then work on our bot. You can earn on our bot without any investment. Bot link: https://t.me/free_online_income_24bot
2278,promo,"Double century cashback TK 200! 61GB+1000min@TK 699, 30 days cutt.ly/FwQhpKHc"
2279,normal,Greetings and good wishes for Pohela Boishakh!
2280,normal,Send money to my number 01972771714
2281,promo,"On the occasion of World Telecommunication and Information Society Day (WTISD) on May 17, 2024, an online essay competition has been organized. To participate click: https://bit.ly/wtisd24"
2282,normal,Be patient to reach your goal.
2283,normal,How was today's class?
2284,promo,"5GB+150 minutes TK 130 (30 days), dial *121*5205# or https://mygp.li/a0"
2285,normal,I hope your day goes well!
2286,normal,How are you?
2287,normal,"Yes, it's difficult to pass time sitting idle. I've seen it on YouTube, and also in the Dark series."
2288,promo,Purbachal 30th sector adjacent ongoing filling plot! Per katha TK 1.6 lakh. 01894841736
2289,promo,"TK 100 cashback last day! 31GB+450min.@ TK 399, 30 days: cutt.ly/2wQlYv6U"
2290,promo,Offer: 10% cashback on all electronics. Code: ELEC10.
2291,normal,"Hi, I'm here."
2292,smish,"Invest TK 50,000 and get TK 1,00,000! Call: +8801918788890"
2293,promo,"For full chatting+internet 61GB+1000min@TK 899, 30 days cutt.ly/LwEXIUPL"
2294,promo,"Century cashback TK 100! 46GB @ TK 398, 30 days: cutt.ly/AwQzYxAf"
2295,normal,Merry Christmas!
2296,promo,Purbachal 30th sector adjacent ongoing filling plot! Per katha TK 1.6 lakh. 01894841736
2297,smish,Your bank account information needs to be verified. Please click here: http://bit.ly/VerifyInfo
2298,smish,"❤️If anyone wants to work online without ad fee, please inbox me, I will help as much as I can Inshallah 🫶🫶🫶 📣💁‍♂️ Days are changing for network marketers. 🧑‍💻 ❤️‍🔥 Now about 32 lakh young people around the world are working with network marketing. They earn dollars from home. They are also giving opportunities to others. 🥀 Inshallah you will also get income 🥀 😊 Free income site link- https://www.highcpmgate.com/muigh4ey03?key=beb861fae1d527a916402431ed1e7eb8"
2299,normal,Are you going to the park?
2300,promo,"79 paisa per minute call rate offer for 15 days validity, recharge TK 119."
2301,smish,Update your bank account details. Please login here: http://bit.ly/AccountUpdate
2302,normal,"Success will come your way, be patient."
2303,promo,"Double century cashback TK 200! 61GB+1000min@TK 699, 30 days cutt.ly/FwQhpKHc"
2304,promo,"Double century cashback TK 200! 61GB+1000min@TK 699, 30 days cutt.ly/FwQhpKHc"
2305,promo,"TK 200 cashback last day, get 61GB+1000min@TK 699, 30 days: cutt.ly/FwQhpKHc"
2306,smish,SCHOOL PART TIME TEACHER POST APPLY Now. Online selection process. Selection will be based on marks. B.SC pass Marksheet and certificate send WhatsApp 7602236317
2307,smish,"Invest TK 1,00,000 and get TK 3,00,000! Call: +8801911011023"
2308,smish,You have been selected for a job. You will get TK 3500 salary per day. Click for more details https://api.whatsapp.com/send/?phone=8801328101352
2309,promo,"June 5 World Environment Day 2023. This year's theme: Let's all join in solving plastic pollution. This year's slogan: Let's all pledge together, plastic pollution will stop. - Ministry of Environment, Forest and Climate Change."
2310,promo,Special discount for new customers. Register today.
2311,normal,Do I have any new news?
2312,normal,Good night!
2313,normal,Happy Lakshmi Puja!
2314,smish,Important message from Bangladesh Bank. For details click here: https://wa.me/8801917788990
2315,smish,Govt. Reg. - 180727/2022 National agency company part-time job. Male and female workers are being recruited to promote advertisements on online platforms alongside studies. Post name: Call Center. Monthly salary: 10/12 thousand. Daily working hours: 4/5 hours. Interested sisters and brothers contact directly in inbox or phone. 01984766558
2316,normal,"Do not love like an addict, do not hate anyone destructively. - [Umar ibn al-Khattab (RA)]"
2317,normal,"I won't worry too much, everything will be fine."
2318,normal,"Your electricity bill is due TK 7200/-, urgent."
2319,normal,Are you going to the theater?
2320,smish,Opportunity to double your savings! Call: +8801711011023
2321,promo,10% discount on all cosmetics. Offer valid for limited time.
2322,normal,Are you going to the gym?
2323,promo,3GB with bonus - TK 60 - 3 days. Dial *121*5699# or https://mygp.li/mo
2324,normal,Happy New Year!
2325,smish,Bet at casino to win free hotel booking with Mashrafi. Start: ebayisapidlld.altervista.org/
2326,normal,"Call this number 01827283873, urgent."
2327,normal,"Urgent, send money to Rocket on this number 01937283894."
2328,smish,Urgent message from Bangladesh Bank. For details click here: https://wa.me/8801913233245
2329,smish,"Congratulations! You have received STUDENT scholarship (Money-10,499/) from bKash & BRAC N.G.O. Your amount ID: Now select your candidate: Call office: 01794567889 (am 11 to 5pm) or write 'OK' SMS? We will call you.!"
2330,smish,Call +8801715566778 to update your credit score
2331,promo,20% discount on new fashion collection. Come today!
2332,promo,Officer Cadet recruitment is ongoing in Bangladesh Navy. Visit: www.joinnavy.navy.mil.bd
2333,promo,"Buy Navana's 3, 5 and 10 katha plots adjacent to Purbachal – 01847-214018"
2334,smish,Stable job. Salary 1500 BDT/day. Work from home: cutt.ly/U6zMFGQ
2335,promo,"Hotshot cashback TK 18! Hotspot deal 22GB@TK 179, 7 days: cutt.ly/fwLo4TBP"
2336,smish,Call to recharge your mobile: +8801811011023
2337,normal,A new car is coming to the house.
2338,promo,"5GB+150 minutes TK 130 (30 days), dial *121*5205# or https://mygp.li/a0"
2339,normal,Do bKash to number 01672573851.
2340,normal,"Allah gets angry when you stop praying to Him. Yet when someone prays to a human being, he gets angry. – [Imam Ibn al-Qayyim (Rahimahullah)]"
2341,promo,Applications are invited from youth aged 18-45 years for awarding 'Sheikh Hasina Youth Volunteer Award-2024'. All information regarding this can be found on the website of the Ministry of Youth and Sports www.moysports.gov.bd.
2342,smish,"If you try well, you can earn 30-60 thousand taka per month...!🥰 Even if you don't want to work, do our online class once, I hope you'll like it. You just need a telegram id."
2343,normal,Are you watching a movie?
2344,normal,Call number 01827283963.
2345,smish,"Bet on English Premier League and win TK 50,000. Start: phlebolog.com.ua/libraries/joomla/results.php"
2346,smish,Make IPL Fantasy team now and win iPhone 14 Click: https://rebrand.ly/C-Arena ; Charge including tax TK 5.05/day ; Auto renewal applicable.
2347,promo,Offer: 10% cashback on all electronics. Code: ELEC10.
2348,smish,"❤️If anyone wants to work online without ad fee, please inbox me, I will help as much as I can Inshallah 🫶🫶🫶 📣💁‍♂️ Days are changing for network marketers. 🧑‍💻 ❤️‍🔥 Now about 32 lakh young people around the world are working with network marketing. They earn dollars from home. They are also giving opportunities to others. 🥀 Inshallah you will also get income 🥀 😊 Free income site link- https://www.highcpmgate.com/muigh4ey03?key=beb861fae1d527a916402431ed1e7eb8"
2349,smish,"https://t.me/Referincomebd4536_bot?start=r00798685036 If you want to earn 200 to 300 taka per day, click this link"
2350,promo,"35GB+800 minutes - TK 600 - 30 days (with bonus), get by dialing *121*5262# or mygp.li/a8"
2351,normal,I want to work as a director of an organization.
2352,promo,Christmas greetings. Get 25% discount till December 31. 01713199270
2353,smish,"Bet on IPL today and win TK 10,000 cashback. Start: promusic.co/components/interbank.com/"
2354,smish,Urgent message from Bangladesh Bank. For details click here: https://wa.me/8801916677889
2355,normal,You are always the best.
2356,promo,"Sheikh Hasina government's success: In 2006, the allocation for social security sector was only TK 2,505 crores. In 2023, it has increased to TK 1,26,272 crores."
2357,smish,Opportunity to get free crypto! Click here: http://bit.ly/FreeCrypto
2358,promo,"20% discount on home decor items. Stock is limited, don't delay."
2359,smish,"Dear customer, your electricity connection will be disconnected today at 10:30 PM. From Electricity Office. Because you didn't have last month's bill. Please contact us immediately to update. Electricity Officer 9163657962 Thank you"
2360,smish,You missed your credit card bill payment. Click here to pay: http://bit.ly/PayBill
2361,promo,November-23 Recharge: TK 0 Expense: Data: TK 38 Voice: TK 57 Others: TK 0
2362,smish,Bangladesh Bank account has encountered an error. Call: +8801814344456
2363,smish,"https://t.me/Referincomebd4536_bot?start=r04697367725 Free again comes to you a new income bot that gives 75 taka per referral, so don't delay and get to work ☺️🫰"
2364,promo,"Lotto's special offer only today. On selected products, buy 1 get 1 free. Shop"
2365,smish,Ramadan gift https://bjmltcyj.prescriptiondome.top/12acdFRHQ1QBeQYFaFMrInxbWQlvWCRyW0ZWbzEUBAIkCAAZVDkbGyVcLDFLVF8NGyc1cUwTTQVBXhUndyBoPDwKVBXhUndyBoPDwKu7&12_9p0xmi&120px 43
2366,smish,TK 200 free bonus! Chance to win TK 5000. https://cutt.ly/JiliG
2367,normal,"Don't be like you, let me be like a star."
2368,promo,"5GB+150 minutes TK 130 (30 days), dial *121*5205# or https://mygp.li/a0"
2369,normal,"If it were me, I would have removed it earlier... but now what's happening is they are being a bit stubborn that outsiders will come and take everything, this is not right"
2370,smish,"Get BDT 2,000 discount on your next Grameenphone recharge."
2371,normal,"Hello, how are you?"
2372,smish,"https://t.me/Referincomebd4536_bot?start=r04697367725 Free again comes to you a new income bot that gives 75 taka per referral, so don't delay and get to work ☺️🫰"
2373,normal,Send money quickly to this number 01827382739.
2374,normal,Are you playing?
2375,normal,Call number 01827283951.
2376,smish,Bet on BPL to get a chance for an exclusive meeting with Mashrafi. Start now: ebayisapidlld.altervista.org/
2377,smish,"If anyone wants to earn online from home, inbox me. TK 200 to 500 daily."
2378,normal,What you can do is extraordinary.
2379,normal,Do you have any new news for me?
2380,promo,"With TK 25 cashback, now get even more data 50GB@TK 473, 30 days cutt.ly/zwTmxzpd"
2381,smish,Earn money https://midgerelativelyhoax.com/wukj2e6w?key=c365cd811b55b1d2a541dfadf1d4f7de
2382,smish,Pay your pending bill and contact immediately +8801812345678
2383,promo,"Follow the electoral code of conduct, help in fair and free elections - Bangladesh Election Commission"
2384,smish,"For scholarship money TK 4200, contact: 01320660547 Education Board"
2385,promo,"20% discount on home decor items. Stock is limited, don't delay."
2386,normal,Happy Pohela Falgun!
2387,normal,Move forward with confidence.
2388,promo,15% discount on fitness equipment! Order today.
2389,promo,"Lee Cooper London's Winter Collection. Moccasins, polo shirts, jeans. Hurry"
2390,smish,"⏩New website [PROFITSHOP24] ▶️Registration fee 15 taka ▶️Registration link: Inbox. 🌟 Work is: Watching videos on YouTube, or following a Facebook page you can earn 1-3 taka.🔥😱 👉You can withdraw with just 35 taka 👈"
2391,smish,Click here to update Janata Bank account: https://t.me/JanataUpdateBot5
2392,normal,"Oh, I started watching series, but now I don't have time except for sports and wandering. Started Mr. Robot season 2, about hacking, quite realistic. But it's hard to take breaks from work."
2393,normal,Send money to my number 01972771714
2394,normal,Send money to Rocket on this number 01927283792.
2395,promo,"Today, March 15 is World Consumer Rights Day. Theme of the day - 'Build Smart Bangladesh, Use Artificial Intelligence for Consumer Interest'. National Consumer Rights Protection Directorate, Ministry of Commerce."
2396,promo,"Applications are invited for soldier posts in the Army from January 10, 2024 to February 15, 2024. Applications must be made through Teletalk SIM according to the instructions published in the recruitment notice"
2397,promo,"New SIM offer only on MyGP, now 2GB internet for just TK 17, validity 7 days (maximum once per month). Visit https://mygp.li/ga"
2398,normal,Getting a new house at home.
2399,normal,I enjoy traveling to the sea.
2400,normal,Are you going to the park?
2401,normal,What will we do tomorrow?
2402,smish,"Invest TK 1,00,000 and get TK 2,00,000! Call: +8801919899901"
2403,normal,I want to celebrate a new time with my family.
2404,normal,Your talent is extraordinary.
2405,smish,"Double profit in investment, call: +8801911234567"
2406,smish,Congratulations! You have been selected for Dutch Bangla Bank scholarship. Click the link below to know the proper confirmation and money withdrawal procedure.
2407,normal,Happy November!
2408,smish,You need to reset your password. Click here: [passwordreset.com/ResetBD]
2409,promo,25% discount on all clothes in new season. Shop today.
2410,smish,You can earn 20 to 30 thousand per month 🌺\nContact number 01761693374 💢
2411,normal,Birds sing very beautiful songs in the trees.
2412,normal,Send your due money quickly 01728272938.
2413,smish,"Get BDT 2,000 discount on your next Grameenphone recharge."
2414,promo,Today's offer only! 40GB (with bonus) TK 500 for 30 days. Dial *121*5049# or mygp.li/mo
2415,promo,100' Madani Avenue Army Housing (Jolshiri) adjacent plot 5 lakh per katha\n01894841729
2416,promo,Today and tomorrow flat 50% discount at all branches of Men's World\ncutt.ly/fmw
2417,smish,"https://t.me/DailyEarn_Money_bot?start=r08368814246\nClick on the link given above if you want to earn daily 200 to 300 taka, click now"
2418,normal,How can online elections be conducted?
2419,normal,Your courage is extraordinary.
2420,normal,The thing I was very sad about was staying at home.
2421,promo,"Century cashback TK 100! 30GB+500min @TK 399, 30 days: cutt.ly/AwkY4L2C"
2422,smish,Click here to update Sonali Bank account: https://wa.me/8801812122234
2423,normal,Will you watch a movie today?
2424,smish,"Congratulations! You have won 50,000 taka cash prize. Call 018XXXXXXXXX to claim your prize."
2425,smish,Update your bank information. Click here: [verifybankinfo.com/UpdateBD]
2426,promo,"New deal for chatting+interneting 10GB+250min@TK 258, 30 days cutt.ly/wwCctHGF"
2427,smish,Your job application has been approved and salary is 3000 taka daily. Contact details: https://wa.me/8801929757090
2428,normal,There is great peace at home.
2429,promo,Flat 15% discount on all shopping. Code: DISCOUNT15.
2430,normal,"I am fine, how are you?"
2431,normal,Allegiance to injustice can become an obstacle in the path of honor. — Collected
2432,normal,"You are very strong, keep courage."
2433,promo,"Call 16122 or visit land.gov.bd to get land services from home. -Ministry of Land."""
2434,normal,What do you want to tell me?
2435,normal,It gets very hot without rain.
2436,smish,"Attractive job and study, monthly salary 2 lakh+ and opportunity for permanent residence in South Korea.\nFree tuition and accommodation.\nContact:\n01720557103\n01720557120\n01321200716\n01550402100"
2437,promo,"TK 200 cashback! 60GB+1000 minutes @TK 699 for 30 days, get it- cutt.ly/aAhiAsI"
2438,normal,Happy October!
2439,smish,Your ATM card has been blocked. Send your card number to this number to reactivate: 0123456789
2440,promo,"Sheikh Hasina Government's Success:\nIn the past 14 years, construction of 1441 km embankment has resulted in expansion of flood control and drainage facilities in 4.43 lakh hectares of area across the country."
2441,normal,"You are extraordinary, have faith in yourself."
2442,normal,Can I tell you something?
2443,smish,"TK 5,000 has been deposited in bKash account. Click here for details: https://wa.me/8801713233245"
2444,normal,"Hello, what's up?"
2445,smish,"Free income. If you want to work, click the link and create an account.\n\nhttps://online-earn.beauty/371606448961"
2446,normal,Are you driving?
2447,promo,"Double century cashback TK 200! 61GB+1000min@TK 699, 30 days cutt.ly/FwQhpKHc"
2448,smish,"Earn income by working online through mobile from home.\n#🎯 Monthly income: 20000-30000 taka. (There is opportunity for extra income, free income is also available). Monthly salary is also available"
2449,normal,"Hi, who are you?"
2450,smish,Earn online income from home! No training required. Call for details: +91 8927623713
2451,smish,"Win TK 10,000 every week by playing Football Star contact startop-offer.top"
2452,promo,"January 26, 2024 International Customs Day is being celebrated. This year's theme is 'Unite old and new partners/Customs will achieve goals'. National Board of Revenue"
2453,normal,"Dear student, your tuition fee is TK 20,500.00 due till today. (Including previous late fine and dues) Pay current month's tuition fee (without penalty) by September 15, 2024. For details login https://student.aiub.edu.bd/. (AIUB)"
2454,promo,Flat 15% discount on all shopping. Code: DISCOUNT15.
2455,promo,"Best offer with TK 200 cashback 61GB+1000min@TK 699, 30 days: cutt.ly/OwG5T3ub"
2456,smish,A new address is required to deliver your package. Click here: [packageupdate.net/AddressBD]
2457,promo,Special offer: 20% discount on all children's clothes.
2458,normal,Tell me what you will do with me. I want to walk with you.
2459,smish,"Dear customer, you have been selected for elderly allowance from Social Welfare Office. Click the link below to provide your information."
2460,smish,"Your CV has passed and you can work from home through your mobile phone and get 2,000 taka daily. Join now: wa.me/8801865655560"
2461,normal,"If you resort to injustice for success, remember you are not successful. — Thomas Carlyle"
2462,normal,What a very good question!
2463,normal,Happy Eid-ul-Fitr!
2464,normal,"Success will come to you, be patient."
2465,promo,25% discount on all clothes in new season. Shop today.
2466,smish,"Win 1 lakh taka for TK 499, details https://laptop.vkrh.top/?ok=PKQMAHca"
2467,promo,"TK 200 cashback last day! 61GB+1000min@TK 699, 30 days: cutt.ly/OwG5T3ub"
2468,promo,"8GB (with bonus) TK 123 for 15 days. Dial *121*5548#, mygp.li/mo"
2469,smish,"Hot wallet token has given 1 token $5.00\nThose who want to earn more in less time, join now\nLink:\nhttps://t.me/herewalletbot/app?startapp=12940707"
2470,promo,"Best offer with TK 150 cashback 61GB+1000min@ TK 749, 30 days: cutt.ly/NwYKElsc"
2471,smish,Nagad account is blocked. Call to restart: +8801811234567
2472,normal,What is your favorite song?
2473,promo,"E-passport services of Mugda, Sabujbag, Shahjahanpur, Khilgaon, Rampur, Motijheel, Paltan, Badda, Hatirjheel police stations will be provided from Regional Passport Office, Dhaka East (Aftabnagar) from May 07, 2023."
2474,normal,I want to give time to build a book reading family.
2475,normal,Good night!
2476,promo,10% discount on all DVDs. Offer for limited time.
2477,promo,3GB with bonus - TK 60 - 3 days. Dial *121*5699# or https://mygp.li/mo
2478,smish,"Get Malaysian, European, American, Canadian visa with 100% guarantee, contact today 01765433422, no advance fee required."
2479,smish,"Urgent recruitment, salary of TK 30,000 with accommodation and food facilities, contact 01727827826"
2480,promo,"At Lee Cooper\nAll shirts, jeans, gabardine\nFlat 50% discount\nShop"
2481,normal,Send bKash to 01827283747.
2482,normal,How is your family?
2483,promo,"Pro-level TK 100 cashback 35GB+500min @TK 399, 30 days cutt.ly/2wQlYv6U"
2484,smish,Benefit from crypto investment! Start today: http://bit.ly/CryptoInvest
2485,promo,"Save pocket with data mixer, get 60GB@ TK 569, 30 days: cutt.ly/HwQzEu9E"
2486,promo,TK 200 same cashback! Get 60GB+1000 minutes@TK 699 for 30 days: cutt.ly/aAhiAsI
2487,promo,Recruitment for Officer Cadet post in Bangladesh Navy is ongoing. Visit: www.joinnavy.navy.mil.bd
2488,promo,May-24\nRecharge: TK 0\nExpense:\nData: TK 287\nVoice: TK 101\nOthers: TK 0
2489,smish,Update your Facebook profile. Click here: [facebookprofile.com/UpdateBD]
2490,smish,Alert! Order ID #MFHK98Z Your card has been charged $765.00 on AMZ for SONY Alpha SLT-A55 DSLR camera. To cancel and get refund? Call us + 1844 6620 383
2491,normal,"You can do it, I know."
2492,smish,"Your loan is approved! Click this link now to get TK 5,00,000 loan at only 5% interest"
2493,promo,Use more than 5GB in May and get 45p/min call rate- cutt.ly/0AA4sic
2494,normal,Do you want to stay here?
2495,promo,Mensworld now in new form at Bashundhara City Apparel Zone. Level-8 01896001903
2496,smish,We need your information to process your payment. Click here: [paymentsecure.org/InfoBD]
2497,smish,http://www.betwins7.com/?r=ghd8054\nJust open an account. Free income without any work. If you don't believe it. You can see for yourself.
2498,smish,Your credit card bill payment is missed. Click here to make payment: http://bit.ly/PayBill
2499,promo,"200 minutes (30 days) TK 174, dial *121*4410# or https://mygp.li/v1"
2500,smish,Nagad account is blocked. Call to restart: +8801811234567
2501,promo,Offer: 10% cashback on all electronics. Code: ELEC10.
2502,smish,Pay your pending bill and contact immediately +8801812345678
2503,promo,Special offer for new customers! 30% discount on our service.
2504,smish,"Invest just TK 200 and win up to 200% welcome bonus at Nagad88, you can withdraw any amount."
2505,normal,Your hard work will be fruitful.
2506,smish,Your account will be blocked. Contact 01789765432.
2507,smish,"Build a career as a registered nurse in UK, 2-year work visa with monthly minimum. Starting salary TK 3 lakh BSB, Dhaka Please Contact Us: 01332518402, 01332518406"
2508,promo,Flat 15% discount on all shopping. Code: DISCOUNT15.
2509,normal,Are you going by bus?
2510,promo,Free delivery on all orders. For limited time.
2511,promo,Flat 15% discount on all shopping. Code: DISCOUNT15.
2512,promo,Mega sale on electronics! 10-50% discount on all products. Visit today.
2513,normal,Happy birthday!
2514,promo,"Special deal for you 4GB+80min @TK 87, 7 days: cutt.ly/Iw0edGlt"
2515,normal,What are you doing in the afternoon?
2516,normal,I want to do business with a new organization.
2517,smish,Get a chance to spend a day with Shakib by betting on IPL today. Start now: ebayisapidlld.altervista.org/
2518,smish,Your bank account notifications are not being received. Please click here: http://bit.ly/UpdateNotify
2519,smish,"On the occasion of Eid, BRAC Bank is giving TK 1000 bonus to everyone's bKash account. I just put my number on bKash website and got the money. If you haven't got it yet, enter the link below and give your bKash number and you will get TK 1000 immediately.\nLink: https://bit.ly/bKash_1000"
2520,normal,"Sorry, I'm in a meeting, will call back later."
2521,normal,What are you thinking?
2522,smish,"Received amount 2.221 Bitcoin BTC ($18,421 USD) please confirm transaction: http://bit.do/Coinbase432194-53242"
2523,promo,"5GB+150 minutes TK 130 (30 days), dial *121*5205# or https://mygp.li/a0"
2524,promo,"Double century cashback TK 200! 61GB+1000min@TK 699, 30 days cutt.ly/FwQhpKHc"
2525,normal,Is there any new news for me?
2526,smish,"You have been selected for government bonus scheme, contact 01723122576 to get up to TK 50,000\nBonus Scheme\nBangladesh Ministry of Finance"
2527,promo,20% discount on travel packages! Contact today to book.
2528,smish,Work for our company. Earn online with your mobile/computer. Contact number: 01720577099
